Tiempo[ms] �?Z[Ω] Z0[Ω] 
10.537 0.541553 31.8645 
10.538 0.541553 31.8809 
10.539 0.541553 31.8972 
10.54 0.541553 31.9136 
10.541 0.541553 31.9299 
10.532 0.541553 31.786 
10.533 0.541553 31.786 
10.534 0.541553 31.822 
10.535 0.541553 31.822 
10.536 0.541553 31.858 
10.537 0.541553 31.858 
10.538 0.541553 31.8939 
10.539 0.541553 31.8939 
10.54 0.541553 31.9299 
10.541 0.541553 31.9136 
10.542 0.541553 31.8972 
10.543 0.541553 31.8809 
10.544 0.541553 31.8645 
10.545 0.541553 31.8481 
10.546 0.541553 31.8318 
10.547 0.541553 31.8154 
10.548 0.541553 31.799 
10.549 0.541553 31.7827 
10.55 0.541553 31.7663 
10.551 0.541553 31.75 
10.552 0.541553 31.786 
10.553 0.541553 31.786 
10.554 0.541553 31.786 
10.555 0.541553 31.822 
10.556 0.541553 31.858 
10.557 0.541553 31.858 
10.558 0.541553 31.858 
10.559 0.541553 31.8939 
10.56 0.541553 31.8939 
10.561 0.541553 31.8809 
10.562 0.541553 31.8678 
10.563 0.541553 31.8547 
10.564 0.541553 31.8416 
10.565 0.541553 31.8285 
10.566 0.541553 31.8154 
10.567 0.541553 31.8023 
10.568 0.541553 31.7892 
10.569 0.541553 31.7761 
10.57 0.541553 31.763 
10.571 0.541553 31.75 
10.572 0.541553 31.786 
10.573 0.541553 31.786 
10.574 0.541553 31.786 
10.575 0.541553 31.822 
10.576 0.541553 31.858 
10.577 0.541553 31.858 
10.578 0.541553 31.858 
10.579 0.541553 31.8939 
10.58 0.541553 31.9299 
10.581 0.541553 31.9299 
10.582 0.541553 31.8939 
10.583 0.541553 31.8939 
10.584 0.541553 31.8939 
10.585 0.541553 31.858 
10.586 0.541553 31.822 
10.587 0.541553 31.786 
10.588 0.541553 31.786 
10.589 0.541553 31.786 
10.59 0.541553 31.75 
10.591 0.541553 31.763 
10.592 0.541553 31.7761 
10.593 0.541553 31.7892 
10.594 0.541553 31.8023 
10.595 0.541553 31.8154 
10.596 0.541553 31.8285 
10.597 0.541553 31.8416 
10.598 0.541553 31.8547 
10.599 0.541553 31.8678 
10.6 0.541553 31.8809 
10.601 0.541553 31.8939 
10.602 0.541553 31.8939 
10.603 0.541553 31.8939 
10.604 0.541553 31.858 
10.605 0.541553 31.858 
10.606 0.541553 31.822 
10.607 0.541553 31.786 
10.608 0.541553 31.786 
10.609 0.541553 31.75 
10.61 0.541553 31.75 
10.611 0.541553 31.75 
10.612 0.541553 31.786 
10.613 0.541553 31.786 
10.614 0.541553 31.786 
10.615 0.541553 31.822 
10.616 0.541553 31.858 
10.617 0.541553 31.858 
10.618 0.541553 31.858 
10.619 0.541553 31.8939 
10.62 0.541553 31.8939 
10.621 0.541553 31.8809 
10.622 0.541553 31.8678 
10.623 0.541553 31.8547 
10.624 0.541553 31.8416 
10.625 0.541553 31.8285 
10.626 0.541553 31.8154 
10.627 0.541553 31.8023 
10.628 0.541553 31.7892 
10.629 0.541553 31.7761 
10.63 0.541553 31.763 
10.631 0.541553 31.75 
10.632 0.541553 31.75 
10.633 0.541553 31.786 
10.634 0.541553 31.786 
10.635 0.541553 31.822 
10.636 0.541553 31.858 
10.637 0.541553 31.858 
10.638 0.541553 31.8939 
10.639 0.541553 31.8939 
10.64 0.541553 31.8939 
10.641 0.541553 31.8939 
10.642 0.541553 31.8939 
10.643 0.541553 31.858 
10.644 0.541553 31.858 
10.645 0.541553 31.822 
10.646 0.541553 31.786 
10.647 0.541553 31.786 
10.648 0.541553 31.75 
10.649 0.541553 31.75 
10.65 0.541553 31.75 
10.651 0.541553 31.763 
10.652 0.541553 31.7761 
10.653 0.541553 31.7892 
10.654 0.541553 31.8023 
10.655 0.541553 31.8154 
10.656 0.541553 31.8285 
10.657 0.541553 31.8416 
10.658 0.541553 31.8547 
10.659 0.541553 31.8678 
10.66 0.541553 31.8809 
10.661 0.541553 31.8939 
10.662 0.541553 31.8939 
10.663 0.541553 31.858 
10.664 0.541553 31.858 
10.665 0.541553 31.822 
10.666 0.541553 31.786 
10.667 0.541553 31.786 
10.668 0.541553 31.75 
10.669 0.541553 31.75 
10.67 0.541553 31.75 
10.671 0.541553 31.75 
10.672 0.541553 31.75 
10.673 0.541553 31.786 
10.674 0.541553 31.786 
10.675 0.541553 31.822 
10.676 0.541553 31.822 
10.677 0.541553 31.858 
10.678 0.541553 31.858 
10.679 0.541553 31.8939 
10.68 0.541553 31.8939 
10.681 0.541553 31.8809 
10.682 0.541553 31.8678 
10.683 0.541553 31.8547 
10.684 0.541553 31.8416 
10.685 0.541553 31.8285 
10.686 0.541553 31.8154 
10.687 0.541553 31.8023 
10.688 0.541553 31.7892 
10.689 0.541553 31.7761 
10.69 0.541553 31.763 
10.691 0.541553 31.75 
10.692 0.541553 31.75 
10.693 0.541553 31.786 
10.694 0.541553 31.786 
10.695 0.541553 31.822 
10.696 0.541553 31.822 
10.697 0.541553 31.858 
10.698 0.541553 31.858 
10.699 0.541553 31.8939 
10.7 0.541553 31.8939 
10.701 0.541553 31.8809 
10.702 0.541553 31.8678 
10.703 0.541553 31.8547 
10.704 0.541553 31.8416 
10.705 0.541553 31.8285 
10.706 0.541553 31.8154 
10.707 0.541553 31.8023 
10.708 0.541553 31.7892 
10.709 0.541553 31.7761 
10.71 0.541553 31.763 
10.711 0.541553 31.75 
10.712 0.541553 31.75 
10.713 0.541553 31.75 
10.714 0.541553 31.786 
10.715 0.541553 31.822 
10.716 0.541553 31.822 
10.717 0.541553 31.822 
10.718 0.541553 31.858 
10.719 0.541553 31.8939 
10.72 0.541553 31.8939 
10.721 0.541553 31.8939 
10.722 0.541553 31.858 
10.723 0.541553 31.858 
10.724 0.541553 31.822 
10.725 0.541553 31.786 
10.726 0.541553 31.786 
10.727 0.541553 31.75 
10.728 0.541553 31.75 
10.729 0.541553 31.714 
10.73 0.541553 31.714 
10.731 0.541553 31.727 
10.732 0.541553 31.7401 
10.733 0.541553 31.7532 
10.734 0.541553 31.7663 
10.735 0.541553 31.7794 
10.736 0.541553 31.7925 
10.737 0.541553 31.8056 
10.738 0.541553 31.8187 
10.739 0.541553 31.8318 
10.74 0.541553 31.8449 
10.741 0.541553 31.858 
10.742 0.541553 31.858 
10.743 0.541553 31.858 
10.744 0.541553 31.822 
10.745 0.541553 31.786 
10.746 0.541553 31.786 
10.747 0.541553 31.75 
10.748 0.541553 31.75 
10.749 0.541553 31.714 
10.75 0.541553 31.714 
10.751 0.541553 31.75 
10.752 0.541553 31.75 
10.753 0.541553 31.75 
10.754 0.541553 31.786 
10.755 0.541553 31.822 
10.756 0.541553 31.822 
10.757 0.541553 31.822 
10.758 0.541553 31.858 
10.759 0.541553 31.858 
10.76 0.541553 31.8939 
10.761 0.541553 31.8776 
10.762 0.541553 31.8612 
10.763 0.541553 31.8449 
10.764 0.541553 31.8285 
10.765 0.541553 31.8121 
10.766 0.541553 31.7958 
10.767 0.541553 31.7794 
10.768 0.541553 31.763 
10.769 0.541553 31.7467 
10.77 0.541553 31.7303 
10.771 0.541553 31.714 
10.772 0.541553 31.75 
10.773 0.541553 31.75 
10.774 0.541553 31.786 
10.775 0.541553 31.786 
10.776 0.541553 31.822 
10.777 0.541553 31.822 
10.778 0.541553 31.858 
10.779 0.541553 31.858 
10.78 0.541553 31.8939 
10.781 0.541553 31.858 
10.782 0.541553 31.858 
10.783 0.541553 31.858 
10.784 0.541553 31.822 
10.785 0.541553 31.786 
10.786 0.541553 31.75 
10.787 0.541553 31.75 
10.788 0.541553 31.75 
10.789 0.541553 31.714 
10.79 0.541553 31.714 
10.791 0.541553 31.727 
10.792 0.541553 31.7401 
10.793 0.541553 31.7532 
10.794 0.541553 31.7663 
10.795 0.541553 31.7794 
10.796 0.541553 31.7925 
10.797 0.541553 31.8056 
10.798 0.541553 31.8187 
10.799 0.541553 31.8318 
10.8 0.541553 31.8449 
10.801 0.541553 31.858 
10.802 0.541553 31.858 
10.803 0.541553 31.858 
10.804 0.541553 31.822 
10.805 0.541553 31.786 
10.806 0.541553 31.786 
10.807 0.541553 31.75 
10.808 0.541553 31.75 
10.809 0.541553 31.75 
10.81 0.541553 31.75 
10.811 0.541553 31.75 
10.812 0.541553 31.75 
10.813 0.541553 31.786 
10.814 0.541553 31.786 
10.815 0.541553 31.822 
10.816 0.541553 31.822 
10.817 0.541553 31.858 
10.818 0.541553 31.858 
10.819 0.541553 31.8939 
10.82 0.541553 31.8939 
10.821 0.541553 31.8809 
10.822 0.541553 31.8678 
10.823 0.541553 31.8547 
10.824 0.541553 31.8416 
10.825 0.541553 31.8285 
10.826 0.541553 31.8154 
10.827 0.541553 31.8023 
10.828 0.541553 31.7892 
10.829 0.541553 31.7761 
10.83 0.541553 31.763 
10.831 0.541553 31.75 
10.832 0.541553 31.75 
10.833 0.541553 31.786 
10.834 0.541553 31.786 
10.835 0.541553 31.822 
10.836 0.541553 31.822 
10.837 0.541553 31.858 
10.838 0.541553 31.8939 
10.839 0.541553 31.8939 
10.84 0.541553 31.8939 
10.841 0.541553 31.8809 
10.842 0.541553 31.8678 
10.843 0.541553 31.8547 
10.844 0.541553 31.8416 
10.845 0.541553 31.8285 
10.846 0.541553 31.8154 
10.847 0.541553 31.8023 
10.848 0.541553 31.7892 
10.849 0.541553 31.7761 
10.85 0.541553 31.763 
10.851 0.541553 31.75 
10.852 0.541553 31.786 
10.853 0.541553 31.786 
10.854 0.541553 31.822 
10.855 0.541553 31.822 
10.856 0.541553 31.858 
10.857 0.541553 31.858 
10.858 0.541553 31.8939 
10.859 0.541553 31.8939 
10.86 0.541553 31.8939 
10.861 0.541553 31.8939 
10.862 0.541553 31.8939 
10.863 0.541553 31.858 
10.864 0.541553 31.822 
10.865 0.541553 31.822 
10.866 0.541553 31.786 
10.867 0.541553 31.786 
10.868 0.541553 31.75 
10.869 0.541553 31.75 
10.87 0.541553 31.75 
10.871 0.541553 31.763 
10.872 0.541553 31.7761 
10.873 0.541553 31.7892 
10.874 0.541553 31.8023 
10.875 0.541553 31.8154 
10.876 0.541553 31.8285 
10.877 0.541553 31.8416 
10.878 0.541553 31.8547 
10.879 0.541553 31.8678 
10.88 0.541553 31.8809 
10.881 0.541553 31.8939 
10.882 0.541553 31.8939 
10.883 0.541553 31.858 
10.884 0.541553 31.858 
10.885 0.541553 31.822 
10.886 0.541553 31.786 
10.887 0.541553 31.786 
10.888 0.541553 31.786 
10.889 0.541553 31.75 
10.89 0.541553 31.75 
10.891 0.541553 31.786 
10.892 0.541553 31.786 
10.893 0.541553 31.822 
10.894 0.541553 31.822 
10.895 0.541553 31.858 
10.896 0.541553 31.858 
10.897 0.541553 31.8939 
10.898 0.541553 31.8939 
10.899 0.541553 31.9299 
10.9 0.541553 31.8939 
10.901 0.541553 31.8841 
10.902 0.541553 31.8743 
10.903 0.541553 31.8645 
10.904 0.541553 31.8547 
10.905 0.541553 31.8449 
10.906 0.541553 31.835 
10.907 0.541553 31.8252 
10.908 0.541553 31.8154 
10.909 0.541553 31.8056 
10.91 0.541553 31.7958 
10.911 0.541553 31.786 
10.912 0.541553 31.786 
10.913 0.541553 31.822 
10.914 0.541553 31.858 
10.915 0.541553 31.858 
10.916 0.541553 31.858 
10.917 0.541553 31.8939 
10.918 0.541553 31.9299 
10.919 0.541553 31.9299 
10.92 0.541553 31.9299 
10.921 0.541553 31.8939 
10.922 0.541553 31.8939 
10.923 0.541553 31.8939 
10.924 0.541553 31.858 
10.925 0.541553 31.822 
10.926 0.541553 31.822 
10.927 0.541553 31.786 
10.928 0.541553 31.786 
10.929 0.541553 31.75 
10.93 0.541553 31.786 
10.931 0.541553 31.7958 
10.932 0.541553 31.8056 
10.933 0.541553 31.8154 
10.934 0.541553 31.8252 
10.935 0.541553 31.835 
10.936 0.541553 31.8449 
10.937 0.541553 31.8547 
10.938 0.541553 31.8645 
10.939 0.541553 31.8743 
10.94 0.541553 31.8841 
10.941 0.541553 31.8939 
10.942 0.541553 31.8939 
10.943 0.541553 31.858 
10.944 0.541553 31.822 
10.945 0.541553 31.822 
10.946 0.541553 31.822 
10.947 0.541553 31.786 
10.948 0.541553 31.75 
10.949 0.541553 31.75 
10.95 0.541553 31.75 
10.951 0.541553 31.786 
10.952 0.541553 31.786 
10.953 0.541553 31.822 
10.954 0.541553 31.822 
10.955 0.541553 31.858 
10.956 0.541553 31.858 
10.957 0.541553 31.8939 
10.958 0.541553 31.8939 
10.959 0.541553 31.9299 
10.96 0.541553 31.8939 
10.961 0.541553 31.8841 
10.962 0.541553 31.8743 
10.963 0.541553 31.8645 
10.964 0.541553 31.8547 
10.965 0.541553 31.8449 
10.966 0.541553 31.835 
10.967 0.541553 31.8252 
10.968 0.541553 31.8154 
10.969 0.541553 31.8056 
10.97 0.541553 31.7958 
10.971 0.541553 31.786 
10.972 0.541553 31.786 
10.973 0.541553 31.822 
10.974 0.541553 31.822 
10.975 0.541553 31.858 
10.976 0.541553 31.8939 
10.977 0.541553 31.8939 
10.978 0.541553 31.9299 
10.979 0.541553 31.9299 
10.98 0.541553 31.8939 
10.981 0.541553 31.8809 
10.982 0.541553 31.8678 
10.983 0.541553 31.8547 
10.984 0.541553 31.8416 
10.985 0.541553 31.8285 
10.986 0.541553 31.8154 
10.987 0.541553 31.8023 
10.988 0.541553 31.7892 
10.989 0.541553 31.7761 
10.99 0.541553 31.763 
10.991 0.541553 31.75 
10.992 0.541553 31.786 
10.993 0.541553 31.786 
10.994 0.541553 31.822 
10.995 0.541553 31.822 
10.996 0.541553 31.858 
10.997 0.541553 31.8939 
10.998 0.541553 31.8939 
10.999 0.541553 31.8939 
11 0.541553 31.8939 
11.001 0.541553 31.858 
11.002 0.541553 31.858 
11.003 0.541553 31.822 
11.004 0.541553 31.786 
11.005 0.541553 31.786 
11.006 0.541553 31.75 
11.007 0.541553 31.75 
11.008 0.541553 31.714 
11.009 0.541553 31.714 
11.01 0.541553 31.75 
11.011 0.541553 31.7598 
11.012 0.541553 31.7696 
11.013 0.541553 31.7794 
11.014 0.541553 31.7892 
11.015 0.541553 31.799 
11.016 0.541553 31.8089 
11.017 0.541553 31.8187 
11.018 0.541553 31.8285 
11.019 0.541553 31.8383 
11.02 0.541553 31.8481 
11.021 0.541553 31.858 
11.022 0.541553 31.822 
11.023 0.541553 31.822 
11.024 0.541553 31.786 
11.025 0.541553 31.75 
11.026 0.541553 31.75 
11.027 0.541553 31.714 
11.028 0.541553 31.714 
11.029 0.541553 31.714 
11.03 0.541553 31.714 
11.031 0.541553 31.75 
11.032 0.541553 31.75 
11.033 0.541553 31.75 
11.034 0.541553 31.786 
11.035 0.541553 31.786 
11.036 0.541553 31.822 
11.037 0.541553 31.822 
11.038 0.541553 31.858 
11.039 0.541553 31.858 
11.04 0.541553 31.858 
11.041 0.541553 31.8449 
11.042 0.541553 31.8318 
11.043 0.541553 31.8187 
11.044 0.541553 31.8056 
11.045 0.541553 31.7925 
11.046 0.541553 31.7794 
11.047 0.541553 31.7663 
11.048 0.541553 31.7532 
11.049 0.541553 31.7401 
11.05 0.541553 31.727 
11.051 0.541553 31.714 
11.052 0.541553 31.714 
11.053 0.541553 31.75 
11.054 0.541553 31.786 
11.055 0.541553 31.786 
11.056 0.541553 31.786 
11.057 0.541553 31.822 
11.058 0.541553 31.822 
11.059 0.541553 31.822 
11.06 0.541553 31.822 
11.061 0.541553 31.822 
11.062 0.541553 31.786 
11.063 0.541553 31.786 
11.064 0.541553 31.75 
11.065 0.541553 31.714 
11.066 0.541553 31.714 
11.067 0.541553 31.678 
11.068 0.541553 31.678 
11.069 0.541553 31.678 
11.07 0.541553 31.678 
11.0719 0.541553 31.6812 
11.0738 0.541553 31.6845 
11.0757 0.541553 31.6878 
11.0776 0.541553 31.6911 
11.0795 0.541553 31.6943 
11.0815 0.541553 31.6976 
11.0834 0.541553 31.7009 
11.0853 0.541553 31.7041 
11.0872 0.541553 31.7074 
11.0891 0.541553 31.7107 
11.091 0.541553 31.714 
11.082 0.541553 31.786 
11.083 0.541553 31.75 
11.084 0.541553 31.75 
11.085 0.541553 31.714 
11.086 0.541553 31.714 
11.087 0.541553 31.678 
11.088 0.541553 31.678 
11.089 0.541553 31.678 
11.09 0.541553 31.678 
11.091 0.541553 31.714 
11.092 0.541553 31.714 
11.093 0.541553 31.75 
11.094 0.541553 31.75 
11.095 0.541553 31.786 
11.096 0.541553 31.786 
11.097 0.541553 31.822 
11.098 0.541553 31.822 
11.099 0.541553 31.822 
11.1 0.541553 31.822 
11.101 0.541553 31.8121 
11.102 0.541553 31.8023 
11.103 0.541553 31.7925 
11.104 0.541553 31.7827 
11.105 0.541553 31.7729 
11.106 0.541553 31.763 
11.107 0.541553 31.7532 
11.108 0.541553 31.7434 
11.109 0.541553 31.7336 
11.11 0.541553 31.7238 
11.111 0.541553 31.714 
11.112 0.541553 31.714 
11.113 0.541553 31.714 
11.114 0.541553 31.75 
11.115 0.541553 31.786 
11.116 0.541553 31.786 
11.117 0.541553 31.822 
11.118 0.541553 31.822 
11.119 0.541553 31.822 
11.12 0.541553 31.822 
11.121 0.541553 31.8089 
11.122 0.541553 31.7958 
11.123 0.541553 31.7827 
11.124 0.541553 31.7696 
11.125 0.541553 31.7565 
11.126 0.541553 31.7434 
11.127 0.541553 31.7303 
11.128 0.541553 31.7172 
11.129 0.541553 31.7041 
11.13 0.541553 31.6911 
11.131 0.541553 31.678 
11.132 0.541553 31.714 
11.133 0.541553 31.714 
11.134 0.541553 31.75 
11.135 0.541553 31.75 
11.136 0.541553 31.786 
11.137 0.541553 31.786 
11.138 0.541553 31.822 
11.139 0.541553 31.822 
11.14 0.541553 31.786 
11.141 0.541553 31.786 
11.142 0.541553 31.786 
11.143 0.541553 31.75 
11.144 0.541553 31.714 
11.145 0.541553 31.714 
11.146 0.541553 31.678 
11.147 0.541553 31.678 
11.148 0.541553 31.678 
11.149 0.541553 31.678 
11.15 0.541553 31.678 
11.151 0.541553 31.6812 
11.152 0.541553 31.6845 
11.153 0.541553 31.6878 
11.154 0.541553 31.6911 
11.155 0.541553 31.6943 
11.156 0.541553 31.6976 
11.157 0.541553 31.7009 
11.158 0.541553 31.7041 
11.159 0.541553 31.7074 
11.16 0.541553 31.7107 
11.161 0.541553 31.714 
11.162 0.541553 31.714 
11.163 0.541553 31.678 
11.164 0.541553 31.642 
11.165 0.541553 31.642 
11.166 0.541553 31.606 
11.167 0.541553 31.57 
11.168 0.541553 31.57 
11.169 0.541553 31.57 
11.17 0.541553 31.57 
11.171 0.541553 31.57 
11.172 0.541553 31.57 
11.173 0.541553 31.606 
11.174 0.541553 31.642 
11.175 0.541553 31.642 
11.176 0.541553 31.642 
11.177 0.541553 31.678 
11.178 0.541553 31.678 
11.179 0.541553 31.678 
11.18 0.541553 31.678 
11.181 0.541553 31.6649 
11.182 0.541553 31.6518 
11.183 0.541553 31.6387 
11.184 0.541553 31.6256 
11.185 0.541553 31.6125 
11.186 0.541553 31.5994 
11.187 0.541553 31.5863 
11.188 0.541553 31.5732 
11.189 0.541553 31.5602 
11.19 0.541553 31.5471 
11.191 0.541553 31.534 
11.192 0.541553 31.534 
11.193 0.541553 31.57 
11.194 0.541553 31.606 
11.195 0.541553 31.606 
11.196 0.541553 31.642 
11.197 0.541553 31.642 
11.198 0.541553 31.678 
11.199 0.541553 31.642 
11.2 0.541553 31.642 
11.201 0.541553 31.642 
11.202 0.541553 31.606 
11.203 0.541553 31.57 
11.204 0.541553 31.534 
11.205 0.541553 31.534 
11.206 0.541553 31.534 
11.207 0.541553 31.498 
11.208 0.541553 31.498 
11.209 0.541553 31.498 
11.21 0.541553 31.534 
11.211 0.541553 31.5405 
11.212 0.541553 31.5471 
11.213 0.541553 31.5536 
11.214 0.541553 31.5602 
11.215 0.541553 31.5667 
11.216 0.541553 31.5732 
11.217 0.541553 31.5798 
11.218 0.541553 31.5863 
11.219 0.541553 31.5929 
11.22 0.541553 31.5994 
11.221 0.541553 31.606 
11.222 0.541553 31.606 
11.223 0.541553 31.57 
11.224 0.541553 31.534 
11.225 0.541553 31.498 
11.226 0.541553 31.498 
11.227 0.541553 31.462 
11.228 0.541553 31.462 
11.229 0.541553 31.462 
11.23 0.541553 31.462 
11.231 0.541553 31.498 
11.232 0.541553 31.498 
11.233 0.541553 31.534 
11.234 0.541553 31.534 
11.235 0.541553 31.534 
11.236 0.541553 31.57 
11.237 0.541553 31.57 
11.238 0.541553 31.606 
11.239 0.541553 31.57 
11.24 0.541553 31.57 
11.241 0.541553 31.5602 
11.242 0.541553 31.5503 
11.243 0.541553 31.5405 
11.244 0.541553 31.5307 
11.245 0.541553 31.5209 
11.246 0.541553 31.5111 
11.247 0.541553 31.5012 
11.248 0.541553 31.4914 
11.249 0.541553 31.4816 
11.25 0.541553 31.4718 
11.251 0.541553 31.462 
11.252 0.541553 31.498 
11.253 0.541553 31.498 
11.254 0.541553 31.534 
11.255 0.541553 31.534 
11.256 0.541553 31.534 
11.257 0.541553 31.57 
11.258 0.541553 31.57 
11.259 0.541553 31.534 
11.26 0.541553 31.534 
11.261 0.541553 31.5242 
11.262 0.541553 31.5143 
11.263 0.541553 31.5045 
11.264 0.541553 31.4947 
11.265 0.541553 31.4849 
11.266 0.541553 31.4751 
11.267 0.541553 31.4652 
11.268 0.541553 31.4554 
11.269 0.541553 31.4456 
11.27 0.541553 31.4358 
11.271 0.541553 31.426 
11.272 0.541553 31.426 
11.273 0.541553 31.462 
11.274 0.541553 31.498 
11.275 0.541553 31.498 
11.276 0.541553 31.534 
11.277 0.541553 31.534 
11.278 0.541553 31.534 
11.279 0.541553 31.534 
11.28 0.541553 31.534 
11.281 0.541553 31.534 
11.282 0.541553 31.498 
11.283 0.541553 31.462 
11.284 0.541553 31.426 
11.285 0.541553 31.426 
11.286 0.541553 31.39 
11.287 0.541553 31.39 
11.288 0.541553 31.39 
11.289 0.541553 31.39 
11.29 0.541553 31.39 
11.291 0.541553 31.3965 
11.292 0.541553 31.4031 
11.293 0.541553 31.4096 
11.294 0.541553 31.4162 
11.295 0.541553 31.4227 
11.296 0.541553 31.4293 
11.297 0.541553 31.4358 
11.298 0.541553 31.4423 
11.299 0.541553 31.4489 
11.3 0.541553 31.4554 
11.301 0.541553 31.462 
11.302 0.541553 31.426 
11.303 0.541553 31.426 
11.304 0.541553 31.39 
11.305 0.541553 31.354 
11.306 0.541553 31.354 
11.307 0.541553 31.318 
11.308 0.541553 31.318 
11.309 0.541553 31.354 
11.31 0.541553 31.354 
11.311 0.541553 31.39 
11.312 0.541553 31.39 
11.313 0.541553 31.426 
11.314 0.541553 31.426 
11.315 0.541553 31.462 
11.316 0.541553 31.462 
11.317 0.541553 31.498 
11.318 0.541553 31.498 
11.319 0.541553 31.462 
11.32 0.541553 31.462 
11.321 0.541553 31.4522 
11.322 0.541553 31.4423 
11.323 0.541553 31.4325 
11.324 0.541553 31.4227 
11.325 0.541553 31.4129 
11.326 0.541553 31.4031 
11.327 0.541553 31.3933 
11.328 0.541553 31.3834 
11.329 0.541553 31.3736 
11.33 0.541553 31.3638 
11.331 0.541553 31.354 
11.332 0.541553 31.39 
11.333 0.541553 31.39 
11.334 0.541553 31.426 
11.335 0.541553 31.426 
11.336 0.541553 31.462 
11.337 0.541553 31.462 
11.338 0.541553 31.462 
11.339 0.541553 31.462 
11.34 0.541553 31.462 
11.341 0.541553 31.426 
11.342 0.541553 31.426 
11.343 0.541553 31.39 
11.344 0.541553 31.39 
11.345 0.541553 31.354 
11.346 0.541553 31.354 
11.347 0.541553 31.318 
11.348 0.541553 31.354 
11.349 0.541553 31.354 
11.35 0.541553 31.354 
11.351 0.541553 31.3638 
11.352 0.541553 31.3736 
11.353 0.541553 31.3834 
11.354 0.541553 31.3933 
11.355 0.541553 31.4031 
11.356 0.541553 31.4129 
11.357 0.541553 31.4227 
11.358 0.541553 31.4325 
11.359 0.541553 31.4423 
11.36 0.541553 31.4522 
11.361 0.541553 31.462 
11.362 0.541553 31.426 
11.363 0.541553 31.39 
11.364 0.541553 31.39 
11.365 0.541553 31.354 
11.366 0.541553 31.354 
11.367 0.541553 31.318 
11.368 0.541553 31.318 
11.369 0.541553 31.354 
11.37 0.541553 31.354 
11.371 0.541553 31.354 
11.372 0.541553 31.39 
11.373 0.541553 31.426 
11.374 0.541553 31.426 
11.375 0.541553 31.426 
11.376 0.541553 31.462 
11.377 0.541553 31.462 
11.378 0.541553 31.462 
11.379 0.541553 31.462 
11.38 0.541553 31.462 
11.381 0.541553 31.4522 
11.382 0.541553 31.4423 
11.383 0.541553 31.4325 
11.384 0.541553 31.4227 
11.385 0.541553 31.4129 
11.386 0.541553 31.4031 
11.387 0.541553 31.3933 
11.388 0.541553 31.3834 
11.389 0.541553 31.3736 
11.39 0.541553 31.3638 
11.391 0.541553 31.354 
11.392 0.541553 31.39 
11.393 0.541553 31.426 
11.394 0.541553 31.426 
11.395 0.541553 31.462 
11.396 0.541553 31.462 
11.397 0.541553 31.462 
11.398 0.541553 31.462 
11.399 0.541553 31.462 
11.4 0.541553 31.462 
11.401 0.541553 31.4522 
11.402 0.541553 31.4423 
11.403 0.541553 31.4325 
11.404 0.541553 31.4227 
11.405 0.541553 31.4129 
11.406 0.541553 31.4031 
11.407 0.541553 31.3933 
11.408 0.541553 31.3834 
11.409 0.541553 31.3736 
11.41 0.541553 31.3638 
11.411 0.541553 31.354 
11.412 0.541553 31.39 
11.413 0.541553 31.39 
11.414 0.541553 31.426 
11.415 0.541553 31.462 
11.416 0.541553 31.462 
11.417 0.541553 31.462 
11.418 0.541553 31.462 
11.419 0.541553 31.462 
11.42 0.541553 31.462 
11.421 0.541553 31.426 
11.422 0.541553 31.39 
11.423 0.541553 31.39 
11.424 0.541553 31.354 
11.425 0.541553 31.354 
11.426 0.541553 31.318 
11.427 0.541553 31.318 
11.428 0.541553 31.318 
11.429 0.541553 31.354 
11.43 0.541553 31.354 
11.431 0.541553 31.3605 
11.432 0.541553 31.3671 
11.433 0.541553 31.3736 
11.434 0.541553 31.3802 
11.435 0.541553 31.3867 
11.436 0.541553 31.3933 
11.437 0.541553 31.3998 
11.438 0.541553 31.4063 
11.439 0.541553 31.4129 
11.44 0.541553 31.4194 
11.441 0.541553 31.426 
11.442 0.541553 31.39 
11.443 0.541553 31.39 
11.444 0.541553 31.354 
11.445 0.541553 31.354 
11.446 0.541553 31.318 
11.447 0.541553 31.318 
11.448 0.541553 31.318 
11.449 0.541553 31.354 
11.45 0.541553 31.354 
11.451 0.541553 31.354 
11.452 0.541553 31.39 
11.453 0.541553 31.39 
11.454 0.541553 31.426 
11.455 0.541553 31.426 
11.456 0.541553 31.462 
11.457 0.541553 31.462 
11.458 0.541553 31.462 
11.459 0.541553 31.462 
11.46 0.541553 31.462 
11.461 0.541553 31.4522 
11.462 0.541553 31.4423 
11.463 0.541553 31.4325 
11.464 0.541553 31.4227 
11.465 0.541553 31.4129 
11.466 0.541553 31.4031 
11.467 0.541553 31.3933 
11.468 0.541553 31.3834 
11.469 0.541553 31.3736 
11.47 0.541553 31.3638 
11.471 0.541553 31.354 
11.472 0.541553 31.39 
11.473 0.541553 31.426 
11.474 0.541553 31.426 
11.475 0.541553 31.462 
11.476 0.541553 31.462 
11.477 0.541553 31.462 
11.478 0.541553 31.462 
11.479 0.541553 31.462 
11.48 0.541553 31.426 
11.481 0.541553 31.426 
11.482 0.541553 31.39 
11.483 0.541553 31.354 
11.484 0.541553 31.354 
11.485 0.541553 31.318 
11.486 0.541553 31.318 
11.487 0.541553 31.318 
11.488 0.541553 31.318 
11.489 0.541553 31.318 
11.49 0.541553 31.354 
11.491 0.541553 31.3605 
11.492 0.541553 31.3671 
11.493 0.541553 31.3736 
11.494 0.541553 31.3802 
